feature_0,feature_1,feature_2,feature_3,feature_4,feature_5
0.0007820887890339294,5.227188427456752e-05,99.99989909742459,518.6704304164597,641.5610574220519,1579.2794300923413
-0.0010282359906000431,0.0010423150907762557,99.99885188061661,518.6706975136655,643.4052528383479,1585.972518737273
-0.004360332104640874,0.0009201708066315378,99.99974735340182,518.6694727105975,642.7573108381984,1598.661480790938
-0.0034855653943856673,-0.00012071231174924795,99.99991206151343,518.6687392885625,643.0730663208883,1585.9566161550451
0.0004597717958101957,-0.0013037282240436947,99.99925073064868,518.6708143322478,642.6206997602659,1587.5675785256449
-0.0014258470389084195,0.0003575631006718421,100.00010329086851,518.6716874749585,642.55360255179,1594.6302478378095
-0.003891291997251752,0.0012195322839413207,100.00041248903285,518.6702650569327,642.0996921727584,1586.301785926455
0.00038143153531575825,0.0005953964766746284,100.00032659021373,518.6723396283925,643.364442491696,1587.3249949633637
0.0029970174546094853,-0.0005756787340140709,99.99967932524758,518.6708970259932,642.7009504141746,1587.473047371936
-0.0015245505406233679,-0.0008946653252005656,100.0004330373226,518.6706789150226,643.8040226681181,1592.2257492373394
-0.0010627323121358318,0.00048214212225199934,99.99968040812206,518.6706942948314,643.4149334707148,1578.720357273928
-0.0007217083706359024,0.00021526407912610793,99.99968893986318,518.6706691726495,642.1726825301055,1589.302045886101
-0.0001625942158393863,-0.0003242217125621981,100.00019406443423,518.6708986058084,642.6594686385517,1595.8237424112854
0.0004568018289562893,-9.218512014860186e-05,99.9996092441032,518.6689904046249,643.2527487399855,1597.7080316873753
0.0008272407801909981,-0.0008226139683106614,100.00001496888162,518.6702042983956,642.8423858578676,1599.5248960104707
0.0005972158560158263,0.001178135121903847,99.99955300002541,518.6696854780782,643.1992368201109,1581.7183870094002
-0.00172662180025373,-1.8503979108820813e-05,100.00022574215213,518.6711587270607,643.0640639376118,1590.8812198253586
-0.0012677899184712013,-0.0011716334236444826,99.99994482126533,518.6693247493191,641.951573775863,1589.025232329282
0.00015615329700367807,0.00011249444024139321,100.000399640168,518.6693685922869,642.6217607863741,1587.6362520020753
-0.0027957565566485393,0.0007926612230558271,100.00130822466151,518.6690792320837,642.4619314586851,1592.2301807076371
-0.0005537954957864517,0.00011662950676084158,99.99907673696283,518.6697785739157,642.1772120610017,1593.2315517329037
-0.0006530394185386303,0.0014390367056864187,99.99994147757526,518.669607803074,642.4138158185964,1590.6179676622855
